,ObservationID,Date_Time,Site_ID,NOx,NO2,NO,PM10,O3,Temperature,ObjectId,ObjectId2,NVPM10,VPM10,NVPM2_5,PM2_5,VPM2_5,CO,RH,Pressure,SO2
515341,515341,2015-02-02 16:00:00,452.0,57.470630645752,40.0668792724609,11.3504295349121,11.3999996185303,43.6559410095215,,,1040343,10.8,0.6,5.7,6.90000009536743,1.2,,,,
515340,515340,2015-02-02 16:00:00,375.0,38.25,23.0,9.75,,,,,908170,,,,,,,,,
515339,515339,2015-02-02 16:00:00,203.0,73.75,49.5,15.75,,,,,853179,,,,,,,,,
515338,515338,2015-02-02 16:00:00,215.0,,,,,,,,351877,,,,,,,,,
515331,515331,2015-02-02 17:00:00,203.0,73.25,51.25,14.25,,,,,151256,,,,,,,,,
515332,515332,2015-02-02 17:00:00,206.0,701.75,157.75,354.25,,,,,351876,,,,,,,,,
515333,515333,2015-02-02 17:00:00,215.0,92.6699981689453,68.6699981689453,15.6700000762939,,,,,1376752,,,,,,,,,
515336,515336,2015-02-02 17:00:00,270.0,170.0,76.0,61.25,,,,,238699,,,,,,,,,
515335,515335,2015-02-02 17:00:00,375.0,54.75,34.5,13.0,,,,,908164,,,,,,,,,
515337,515337,2015-02-02 17:00:00,463.0,129.0,69.0,39.0,,,,,512741,,,,,,,,,
515334,515334,2015-02-02 17:00:00,452.0,106.3828125,76.5478134155273,19.4578800201416,18.7000007629395,15.8159198760986,,,151257,17.2,1.5,10.4,12.0,1.6,,,,
515325,515325,2015-02-02 18:00:00,463.0,171.75,88.25,54.25,,,,,151255,,,,,,,,,
515324,515324,2015-02-02 18:00:00,203.0,129.25,73.5,36.5,,,,,1376750,,,,,,,,,
515326,515326,2015-02-02 18:00:00,375.0,79.5,58.25,13.5,,,,,238697,,,,,,,,,
515329,515329,2015-02-02 18:00:00,206.0,794.5,153.5,418.0,,,,,853177,,,,,,,,,
515328,515328,2015-02-02 18:00:00,452.0,144.393753051758,91.8478088378906,34.2695693969727,26.2000007629395,7.48388004302979,,,512739,25.1,1.1,15.4,17.1000003814697,1.7,,,,
515330,515330,2015-02-02 18:00:00,215.0,401.0,114.25,187.0,,,,,1040341,,,,,,,,,
515327,515327,2015-02-02 18:00:00,270.0,305.0,99.75,134.0,,,,,238695,,,,,,,,,
515323,515323,2015-02-02 19:00:00,215.0,338.5,103.0,153.25,,,,,908161,,,,,,,,,
515322,515322,2015-02-02 19:00:00,463.0,169.75,90.5,51.5,,,,,853175,,,,,,,,,
515321,515321,2015-02-02 19:00:00,203.0,306.5,113.5,126.0,,,,,151254,,,,,,,,,
515320,515320,2015-02-02 19:00:00,375.0,120.75,75.0,30.0,,,,,351875,,,,,,,,,
515319,515319,2015-02-02 19:00:00,270.0,297.0,104.5,125.5,,,,,512737,,,,,,,,,
515318,515318,2015-02-02 19:00:00,452.0,106.717498779297,73.6312484741211,21.5782909393311,29.0,17.262809753418,,,1040339,25.7,3.3,21.2,24.2999992370605,3.1,,,,
515317,515317,2015-02-02 19:00:00,206.0,609.5,145.25,302.75,,,,,1040337,,,,,,,,,
515311,515311,2015-02-02 20:00:00,375.0,105.25,63.5,27.75,,,,,1376748,,,,,,,,,
515310,515310,2015-02-02 20:00:00,206.0,308.25,104.25,133.0,,,,,238691,,,,,,,,,
515312,515312,2015-02-02 20:00:00,270.0,196.75,69.75,82.75,,,,,238693,,,,,,,,,
515315,515315,2015-02-02 20:00:00,452.0,90.3656311035156,66.6506271362305,15.4665203094482,23.1000003814697,16.5643100738525,,,351874,19.9,3.2,15.9,19.1000003814697,3.2,,,,
515314,515314,2015-02-02 20:00:00,463.0,85.0,56.25,18.75,,,,,1040335,,,,,,,,,
515313,515313,2015-02-02 20:00:00,203.0,123.0,74.0,32.0,,,,,1376746,,,,,,,,,
515316,515316,2015-02-02 20:00:00,215.0,209.0,89.5,78.0,,,,,853173,,,,,,,,,
515308,515308,2015-02-02 21:00:00,463.0,83.0,58.0,16.25,,,,,512735,,,,,,,,,
515307,515307,2015-02-02 21:00:00,452.0,95.3381271362305,70.8103103637695,15.9966201782227,29.0,13.9200096130371,,,351873,26.2,2.8,24.8,28.2000007629395,3.4,,,,
515306,515306,2015-02-02 21:00:00,203.0,76.0,57.25,12.0,,,,,512731,,,,,,,,,
515305,515305,2015-02-02 21:00:00,270.0,226.75,84.0,93.25,,,,,351872,,,,,,,,,
515304,515304,2015-02-02 21:00:00,206.0,281.5,87.5,126.75,,,,,512733,,,,,,,,,
515303,515303,2015-02-02 21:00:00,215.0,178.0,78.0,65.0,,,,,351871,,,,,,,,,
515309,515309,2015-02-02 21:00:00,375.0,91.25,56.75,22.75,,,,,151253,,,,,,,,,
515296,515296,2015-02-02 22:00:00,270.0,307.0,81.25,147.25,,,,,512729,,,,,,,,,
515299,515299,2015-02-02 22:00:00,375.0,82.5,54.5,18.25,,,,,1376744,,,,,,,,,
515297,515297,2015-02-02 22:00:00,463.0,70.5,50.25,13.5,,,,,908158,,,,,,,,,
515301,515301,2015-02-02 22:00:00,203.0,91.5,64.0,17.5,,,,,853169,,,,,,,,,
515302,515302,2015-02-02 22:00:00,215.0,185.5,73.75,73.0,,,,,151252,,,,,,,,,
515300,515300,2015-02-02 22:00:00,206.0,211.0,74.25,89.0,,,,,853171,,,,,,,,,
515298,515298,2015-02-02 22:00:00,452.0,77.4084396362305,62.9690589904785,9.4171199798584,32.2999992370605,18.1109790802002,,,238689,28.6,3.7,25.3,30.3999996185303,5.1,,,,
515295,515295,2015-02-02 23:00:00,375.0,79.75,50.0,19.25,,,,,853165,,,,,,,,,
515294,515294,2015-02-02 23:00:00,452.0,51.9243812561035,45.4696884155273,4.20964002609253,25.0,28.4886207580566,,,853167,22.0,3.0,20.6,24.7999992370605,4.2,,,,
515293,515293,2015-02-02 23:00:00,203.0,184.5,76.5,70.5,,,,,1376742,,,,,,,,,
515292,515292,2015-02-02 23:00:00,215.0,191.25,65.5,82.0,,,,,1040333,,,,,,,,,
515291,515291,2015-02-02 23:00:00,463.0,95.25,57.75,24.5,,,,,351870,,,,,,,,,
515290,515290,2015-02-02 23:00:00,206.0,182.25,63.75,77.5,,,,,238687,,,,,,,,,
515289,515289,2015-02-02 23:00:00,270.0,231.75,75.25,102.25,,,,,512727,,,,,,,,,
515284,515284,2015-02-03 00:00:00,270.0,160.5,66.0,61.5,,,,,151251,,,,,,,,,
515282,515282,2015-02-03 00:00:00,215.0,131.75,57.75,48.25,,,,,512721,,,,,,,,,
515283,515283,2015-02-03 00:00:00,206.0,164.75,58.5,69.25,,,,,351869,,,,,,,,,
515285,515285,2015-02-03 00:00:00,203.0,134.0,68.0,43.0,,,,,238683,,,,,,,,,
515287,515287,2015-02-03 00:00:00,463.0,62.75,48.0,10.0,,,,,512725,,,,,,,,,
515288,515288,2015-02-03 00:00:00,375.0,75.75,45.75,19.5,,,,,238685,,,,,,,,,
515286,515286,2015-02-03 00:00:00,452.0,35.9550018310547,32.7675018310547,2.0788300037384,15.1999998092651,38.5835304260254,,,512723,11.1,4.1,7.6,11.3000001907349,3.7,,,,
515281,515281,2015-02-03 01:00:00,375.0,44.0,29.25,9.5,,,,,512717,,,,,,,,,
515280,515280,2015-02-03 01:00:00,203.0,122.5,65.5,37.0,,,,,1040331,,,,,,,,,
515279,515279,2015-02-03 01:00:00,452.0,29.1975002288818,28.7512493133545,0.291040003299713,14.1999998092651,46.1505584716797,,,512719,10.9,3.3,5.4,8.30000019073486,2.9,,,,
515278,515278,2015-02-03 01:00:00,206.0,73.25,36.0,24.25,,,,,238679,,,,,,,,,
515277,515277,2015-02-03 01:00:00,270.0,63.5,37.25,17.5,,,,,1376740,,,,,,,,,
515276,515276,2015-02-03 01:00:00,463.0,39.25,32.25,4.5,,,,,151250,,,,,,,,,
515275,515275,2015-02-03 01:00:00,215.0,70.0,49.0,13.75,,,,,238681,,,,,,,,,
515268,515268,2015-02-03 02:00:00,203.0,35.5,33.75,1.0,,,,,512713,,,,,,,,,
515269,515269,2015-02-03 02:00:00,215.0,21.3299999237061,21.3299999237061,0.0,,,,,1040327,,,,,,,,,
515270,515270,2015-02-03 02:00:00,463.0,39.25,31.75,5.25,,,,,1040329,,,,,,,,,
515274,515274,2015-02-03 02:00:00,375.0,60.0,38.0,14.5,,,,,351868,,,,,,,,,
515272,515272,2015-02-03 02:00:00,270.0,45.25,34.0,7.5,,,,,853163,,,,,,,,,
515273,515273,2015-02-03 02:00:00,206.0,76.5,35.25,27.0,,,,,512715,,,,,,,,,
515271,515271,2015-02-03 02:00:00,452.0,27.4443798065186,26.4403095245361,0.654829978942871,15.1999998092651,45.7514190673828,,,908155,13.1,2.1,7.4,9.19999980926514,1.8,,,,
515262,515262,2015-02-03 03:00:00,452.0,21.467809677124,21.133129119873,0.218280002474785,12.3999996185303,49.7927207946777,,,1376738,9.7,2.7,5.4,9.60000038146973,4.2,,,,
515261,515261,2015-02-03 03:00:00,375.0,40.25,27.25,8.25,,,,,151249,,,,,,,,,
515263,515263,2015-02-03 03:00:00,206.0,48.75,29.0,12.75,,,,,351867,,,,,,,,,
515267,515267,2015-02-03 03:00:00,270.0,41.0,33.75,4.75,,,,,1040325,,,,,,,,,
515265,515265,2015-02-03 03:00:00,203.0,82.5,58.0,16.25,,,,,351866,,,,,,,,,
515266,515266,2015-02-03 03:00:00,215.0,36.25,30.75,3.25,,,,,908152,,,,,,,,,
515264,515264,2015-02-03 03:00:00,463.0,32.5,27.25,3.5,,,,,238677,,,,,,,,,
515260,515260,2015-02-03 04:00:00,463.0,20.5,18.75,1.25,,,,,351865,,,,,,,,,
515259,515259,2015-02-03 04:00:00,206.0,42.0,23.5,12.0,,,,,1376732,,,,,,,,,
515258,515258,2015-02-03 04:00:00,270.0,42.25,33.5,5.75,,,,,1376734,,,,,,,,,
515257,515257,2015-02-03 04:00:00,452.0,17.0212497711182,16.5431308746338,0.311830013990402,10.0,54.2830390930176,,,1376736,8.5,1.5,4.6,7.30000019073486,2.7,,,,
515256,515256,2015-02-03 04:00:00,203.0,108.25,67.0,27.0,,,,,908146,,,,,,,,,
515255,515255,2015-02-03 04:00:00,375.0,28.75,21.0,5.25,,,,,853161,,,,,,,,,
515254,515254,2015-02-03 04:00:00,215.0,35.0,33.5,1.0,,,,,908149,,,,,,,,,
515248,515248,2015-02-03 05:00:00,463.0,21.5,19.0,1.75,,,,,351864,,,,,,,,,
515247,515247,2015-02-03 05:00:00,270.0,59.75,41.25,12.25,,,,,1040323,,,,,,,,,
515249,515249,2015-02-03 05:00:00,452.0,17.0212497711182,16.5909404754639,0.280640006065369,9.5,52.2374496459961,,,908143,8.1,1.4,4.0,6.0,2.0,,,,
515253,515253,2015-02-03 05:00:00,206.0,32.25,20.25,8.0,,,,,908137,,,,,,,,,
515251,515251,2015-02-03 05:00:00,203.0,64.75,47.5,11.25,,,,,151248,,,,,,,,,
515252,515252,2015-02-03 05:00:00,215.0,18.25,18.25,0.0,,,,,853159,,,,,,,,,
515250,515250,2015-02-03 05:00:00,375.0,16.5,12.5,2.25,,,,,908140,,,,,,,,,
515246,515246,2015-02-03 06:00:00,206.0,148.25,49.25,64.25,,,,,351863,,,,,,,,,
515245,515245,2015-02-03 06:00:00,270.0,89.0,46.75,28.0,,,,,151247,,,,,,,,,
515244,515244,2015-02-03 06:00:00,203.0,39.25,34.5,3.0,,,,,853155,,,,,,,,,
515243,515243,2015-02-03 06:00:00,375.0,39.25,25.25,9.0,,,,,853157,,,,,,,,,
515242,515242,2015-02-03 06:00:00,215.0,38.6699981689453,32.0,4.32999992370605,,,,,512711,,,,,,,,,
515241,515241,2015-02-03 06:00:00,452.0,29.5959396362305,27.4443798065186,1.40321004390717,11.5,42.4086303710938,,,1376730,9.8,1.7,6.3,9.10000038146973,2.8,,,,
515240,515240,2015-02-03 06:00:00,463.0,59.75,38.5,13.75,,,,,1040321,,,,,,,,,
515233,515233,2015-02-03 07:00:00,270.0,202.0,60.0,92.5,,,,,1376728,,,,,,,,,
515234,515234,2015-02-03 07:00:00,203.0,58.25,44.75,9.0,,,,,151246,,,,,,,,,
515235,515235,2015-02-03 07:00:00,215.0,67.5,45.0,14.5,,,,,351861,,,,,,,,,
515237,515237,2015-02-03 07:00:00,463.0,121.0,60.0,39.75,,,,,853153,,,,,,,,,
515238,515238,2015-02-03 07:00:00,452.0,83.4328079223633,56.0362510681152,17.8675708770752,14.6000003814697,21.7531299591064,,,238675,14.1,0.5,9.4,10.3999996185303,1.0,,,,
515239,515239,2015-02-03 07:00:00,375.0,45.0,31.0,9.0,,,,,351862,,,,,,,,,
515236,515236,2015-02-03 07:00:00,206.0,344.5,88.5,167.0,,,,,853151,,,,,,,,,
515232,515232,2015-02-03 08:00:00,452.0,151.756881713867,75.1134414672852,49.9855499267578,19.7000007629395,7.23440980911255,,,908134,18.4,1.3,13.0,14.8999996185303,1.9,,,,
515231,515231,2015-02-03 08:00:00,270.0,345.75,84.0,170.75,,,,,351860,,,,,,,,,
515230,515230,2015-02-03 08:00:00,206.0,630.5,127.5,328.0,,,,,853149,,,,,,,,,
515229,515229,2015-02-03 08:00:00,203.0,113.75,65.25,31.5,,,,,238673,,,,,,,,,
515228,515228,2015-02-03 08:00:00,215.0,158.5,69.0,58.5,,,,,351859,,,,,,,,,
515227,515227,2015-02-03 08:00:00,463.0,242.25,88.5,100.0,,,,,1040319,,,,,,,,,
515226,515226,2015-02-03 08:00:00,375.0,133.0,62.5,46.0,,,,,512709,,,,,,,,,
515220,515220,2015-02-03 09:00:00,375.0,154.75,70.0,55.25,,,,,1376726,,,,,,,,,
515219,515219,2015-02-03 09:00:00,203.0,129.25,70.25,38.25,,,,,853147,,,,,,,,,
515221,515221,2015-02-03 09:00:00,270.0,244.5,69.25,114.0,,,,,1376724,,,,,,,,,
515225,515225,2015-02-03 09:00:00,452.0,94.6209411621094,56.5143814086914,24.8524494171143,19.7999992370605,19.8572196960449,,,238671,17.3,2.5,12.5,15.5,3.0,,,,
515223,515223,2015-02-03 09:00:00,463.0,232.5,83.75,97.0,,,,,908131,,,,,,,,,
515222,515222,2015-02-03 09:00:00,206.0,825.25,155.0,437.0,,,,,908128,,,,,,,,,
515224,515224,2015-02-03 09:00:00,215.0,333.75,93.75,156.75,,,,,1040317,,,,,,,,,
515212,515212,2015-02-03 10:00:00,203.0,124.0,63.5,39.0,,,,,853143,,,,,,,,,
515213,515213,2015-02-03 10:00:00,452.0,57.8053092956543,38.2978096008301,12.7224597930908,19.7999992370605,35.5733489990234,,,351858,16.4,3.4,11.5,15.0,3.5,,,,
515214,515214,2015-02-03 10:00:00,463.0,214.75,75.75,91.0,,,,,238669,,,,,,,,,
515218,515218,2015-02-03 10:00:00,270.0,,,,,,,,1040315,,,,,,,,,
515216,515216,2015-02-03 10:00:00,215.0,252.0,84.25,109.5,,,,,351857,,,,,,,,,
515217,515217,2015-02-03 10:00:00,206.0,801.0,148.75,425.25,,,,,512707,,,,,,,,,
515215,515215,2015-02-03 10:00:00,375.0,120.5,59.25,40.0,,,,,853145,,,,,,,,,
515211,515211,2015-02-03 11:00:00,270.0,,,,,,,,151245,,,,,,,,,
515210,515210,2015-02-03 11:00:00,203.0,77.75,48.0,19.5,,,,,151244,,,,,,,,,
515209,515209,2015-02-03 11:00:00,375.0,115.25,54.75,39.5,,,,,908125,,,,,,,,,
515208,515208,2015-02-03 11:00:00,206.0,611.25,121.75,319.25,,,,,238665,,,,,,,,,
515207,515207,2015-02-03 11:00:00,452.0,46.7606315612793,30.695629119873,10.4773197174072,19.3999996185303,42.8077697753906,,,238667,16.2,3.2,10.3,14.0,3.7,,,,
515206,515206,2015-02-03 11:00:00,215.0,132.5,61.75,46.5,,,,,908122,,,,,,,,,
515205,515205,2015-02-03 11:00:00,463.0,145.75,61.5,55.5,,,,,1040313,,,,,,,,,
515198,515198,2015-02-03 12:00:00,206.0,541.5,121.75,273.5,,,,,853141,,,,,,,,,
515199,515199,2015-02-03 12:00:00,203.0,77.75,42.0,23.25,,,,,853139,,,,,,,,,
515200,515200,2015-02-03 12:00:00,215.0,84.25,48.25,23.5,,,,,1376720,,,,,,,,,
515202,515202,2015-02-03 12:00:00,270.0,,,,,,,,238663,,,,,,,,,
515203,515203,2015-02-03 12:00:00,375.0,45.0,27.0,11.75,,,,,908116,,,,,,,,,
515204,515204,2015-02-03 12:00:00,452.0,51.7331314086914,33.8034400939941,11.6934404373169,18.5,42.1591606140137,,,908119,15.2,3.3,11.4,16.2000007629395,4.8,,,,
515201,515201,2015-02-03 12:00:00,463.0,122.0,55.25,44.0,,,,,1376722,,,,,,,,,
515197,515197,2015-02-03 13:00:00,270.0,83.5,40.25,28.25,,,,,1376718,,,,,,,,,
515196,515196,2015-02-03 13:00:00,206.0,450.5,109.75,222.0,,,,,1376716,,,,,,,,,
515195,515195,2015-02-03 13:00:00,452.0,61.3434410095215,39.3974990844727,14.3127698898315,19.6000003814697,39.8641090393066,,,151243,17.1,2.5,13.0,14.8000001907349,1.8,,,,
515194,515194,2015-02-03 13:00:00,203.0,83.75,47.5,24.0,,,,,151242,,,,,,,,,
515193,515193,2015-02-03 13:00:00,215.0,108.330001831055,54.3300018310547,35.6699981689453,,,,,238659,,,,,,,,,
515192,515192,2015-02-03 13:00:00,463.0,112.25,53.25,38.5,,,,,238661,,,,,,,,,
515191,515191,2015-02-03 13:00:00,375.0,62.25,34.5,18.0,,,,,908113,,,,,,,,,
