,ObservationID,Date_Time,Site_ID,NOx,NO2,NO,PM10,O3,Temperature,ObjectId,ObjectId2,NVPM10,VPM10,NVPM2_5,PM2_5,VPM2_5,CO,RH,Pressure,SO2
518457,518457,2015-01-15 03:00:00,463.0,,,,,,,,854005,,,,,,,,,
518456,518456,2015-01-15 03:00:00,452.0,4.56848001480103,3.09298992156982,0.962289988994598,,84.6675720214844,,,513525,,,,,,,,,
518455,518455,2015-01-15 03:00:00,203.0,3.0,2.75,0.25,,,,,239521,,,,,,,,,
518454,518454,2015-01-15 03:00:00,270.0,11.25,9.25,1.5,,,,,909370,,,,,,,,,
518453,518453,2015-01-15 03:00:00,206.0,22.25,5.25,11.0,,,,,151623,,,,,,,,,
518446,518446,2015-01-15 04:00:00,206.0,20.25,6.25,9.25,,,,,1377490,,,,,,,,,
518448,518448,2015-01-15 04:00:00,452.0,4.18741989135742,3.0810399055481,0.721560001373291,,85.1664962768555,,,1377494,,,,,,,,,
518447,518447,2015-01-15 04:00:00,375.0,27.5,17.25,6.75,,,,,1377492,,,,,,,,,
518450,518450,2015-01-15 04:00:00,270.0,48.0,37.75,7.0,,,,,1041127,,,,,,,,,
518449,518449,2015-01-15 04:00:00,463.0,,,,,,,,909367,,,,,,,,,
518451,518451,2015-01-15 04:00:00,203.0,5.25,4.0,0.75,,,,,513523,,,,,,,,,
518452,518452,2015-01-15 04:00:00,215.0,10.75,10.5,0.0,,,,,352247,,,,,,,,,
518439,518439,2015-01-15 05:00:00,375.0,27.5,16.0,7.75,,,,,854003,,,,,,,,,
518440,518440,2015-01-15 05:00:00,203.0,5.5,4.25,0.75,,,,,854001,,,,,,,,,
518441,518441,2015-01-15 05:00:00,270.0,27.0,21.0,4.0,,,,,151622,,,,,,,,,
518445,518445,2015-01-15 05:00:00,452.0,10.1515502929688,7.44632005691528,1.76431000232697,,72.4937973022461,,,1041125,,,,,,,,,
518443,518443,2015-01-15 05:00:00,463.0,,,,,,,,1377488,,,,,,,,,
518444,518444,2015-01-15 05:00:00,215.0,11.25,10.25,0.75,,,,,1377486,,,,,,,,,
518442,518442,2015-01-15 05:00:00,206.0,27.75,9.0,12.25,,,,,513521,,,,,,,,,
518432,518432,2015-01-15 06:00:00,215.0,24.75,18.75,4.0,,,,,239517,,,,,,,,,
518434,518434,2015-01-15 06:00:00,375.0,75.5,41.75,22.25,,,,,853999,,,,,,,,,
518433,518433,2015-01-15 06:00:00,203.0,13.75,8.5,3.5,,,,,853997,,,,,,,,,
518436,518436,2015-01-15 06:00:00,270.0,74.5,42.75,20.75,,,,,513517,,,,,,,,,
518437,518437,2015-01-15 06:00:00,206.0,81.25,31.5,32.25,,,,,513515,,,,,,,,,
518435,518435,2015-01-15 06:00:00,452.0,23.7288703918457,19.6710205078125,2.64646005630493,,58.6236915588379,,,513519,,,,,,,,,
518438,518438,2015-01-15 06:00:00,463.0,,,,,,,,239519,,,,,,,,,
518425,518425,2015-01-15 07:00:00,463.0,,,,,,,,1377484,,,,,,,,,
518427,518427,2015-01-15 07:00:00,452.0,61.0359992980957,49.1072616577148,7.77971982955933,,31.9312000274658,,,1377482,,,,,,,,,
518426,518426,2015-01-15 07:00:00,203.0,52.75,29.0,15.5,,,,,1377480,,,,,,,,,
518430,518430,2015-01-15 07:00:00,206.0,318.25,82.0,154.25,,,,,909364,,,,,,,,,
518431,518431,2015-01-15 07:00:00,375.0,186.5,76.0,72.25,,,,,1041123,,,,,,,,,
518428,518428,2015-01-15 07:00:00,215.0,77.0,44.75,21.25,,,,,513513,,,,,,,,,
518429,518429,2015-01-15 07:00:00,270.0,236.5,75.0,105.25,,,,,239515,,,,,,,,,
518418,518418,2015-01-15 08:00:00,206.0,748.5,150.75,389.75,,,,,1377478,,,,,,,,,
518424,518424,2015-01-15 08:00:00,215.0,119.5,62.75,37.25,,,,,239509,,,,,,,,,
518423,518423,2015-01-15 08:00:00,203.0,90.0,45.5,28.75,,,,,1041121,,,,,,,,,
518422,518422,2015-01-15 08:00:00,452.0,61.7976608276367,47.2870407104492,9.46358013153076,,34.5256118774414,,,853993,,,,,,,,,
518421,518421,2015-01-15 08:00:00,463.0,,,,,,,,853995,,,,,,,,,
518420,518420,2015-01-15 08:00:00,375.0,287.0,96.75,124.0,,,,,239513,,,,,,,,,
518419,518419,2015-01-15 08:00:00,270.0,235.25,79.75,101.25,,,,,239511,,,,,,,,,
518412,518412,2015-01-15 09:00:00,270.0,210.75,69.5,92.0,,,,,853989,,,,,,,,,
518411,518411,2015-01-15 09:00:00,463.0,,,,,,,,1377476,,,,,,,,,
518413,518413,2015-01-15 09:00:00,375.0,196.0,78.5,76.25,,,,,853991,,,,,,,,,
518414,518414,2015-01-15 09:00:00,215.0,132.75,66.5,43.25,,,,,151621,,,,,,,,,
518415,518415,2015-01-15 09:00:00,206.0,635.75,141.0,322.5,,,,,151620,,,,,,,,,
518416,518416,2015-01-15 09:00:00,203.0,85.5,42.0,28.5,,,,,513511,,,,,,,,,
518417,518417,2015-01-15 09:00:00,452.0,50.7577514648438,37.476390838623,8.66187953948975,,45.8013191223145,,,1377474,,,,,,,,,
518410,518410,2015-01-15 10:00:00,375.0,206.0,80.25,82.0,,,,,1377472,,,,,,,,,
518409,518409,2015-01-15 10:00:00,452.0,37.8139495849609,26.2538394927979,7.53930997848511,,51.3892784118652,,,853987,,,,,,,,,
518408,518408,2015-01-15 10:00:00,463.0,,,,,,,,1041119,,,,,,,,,
518407,518407,2015-01-15 10:00:00,203.0,81.75,44.5,24.25,,,,,1041117,,,,,,,,,
518406,518406,2015-01-15 10:00:00,215.0,93.75,53.75,25.75,,,,,352246,,,,,,,,,
518405,518405,2015-01-15 10:00:00,270.0,226.0,76.75,97.25,,,,,513509,,,,,,,,,
518404,518404,2015-01-15 10:00:00,206.0,615.0,126.5,318.5,,,,,352245,,,,,,,,,
518397,518397,2015-01-15 11:00:00,206.0,531.5,119.75,268.5,,,,,853983,,,,,,,,,
518398,518398,2015-01-15 11:00:00,215.0,83.25,47.5,22.75,,,,,352244,,,,,,,,,
518399,518399,2015-01-15 11:00:00,452.0,38.4488983154297,27.0126304626465,7.45853996276855,,53.5845489501953,,,513507,,,,,,,,,
518403,518403,2015-01-15 11:00:00,463.0,,,,,,,,853985,,,,,,,,,
518401,518401,2015-01-15 11:00:00,203.0,63.5,32.5,20.25,,,,,1041115,,,,,,,,,
518402,518402,2015-01-15 11:00:00,270.0,210.5,85.75,81.25,,,,,239507,,,,,,,,,
518400,518400,2015-01-15 11:00:00,375.0,157.75,69.25,57.75,,,,,151619,,,,,,,,,
518391,518391,2015-01-15 12:00:00,375.0,137.0,60.75,49.75,,,,,1377468,,,,,,,,,
518390,518390,2015-01-15 12:00:00,215.0,87.25,50.0,24.5,,,,,1377466,,,,,,,,,
518392,518392,2015-01-15 12:00:00,463.0,,,,,,,,1377470,,,,,,,,,
518396,518396,2015-01-15 12:00:00,452.0,24.7444000244141,17.2426204681396,4.89252996444702,,64.3114318847656,,,352243,,,,,,,,,
518394,518394,2015-01-15 12:00:00,270.0,160.5,58.25,66.5,,,,,352242,,,,,,,,,
518395,518395,2015-01-15 12:00:00,203.0,62.0,30.0,20.75,,,,,1041111,,,,,,,,,
518393,518393,2015-01-15 12:00:00,206.0,398.5,102.5,193.0,,,,,1041113,,,,,,,,,
518389,518389,2015-01-15 13:00:00,215.0,93.75,51.75,27.5,,,,,1377462,,,,,,,,,
518388,518388,2015-01-15 13:00:00,206.0,357.0,104.5,164.5,,,,,239505,,,,,,,,,
518387,518387,2015-01-15 13:00:00,270.0,142.25,61.75,52.25,,,,,1041109,,,,,,,,,
518386,518386,2015-01-15 13:00:00,203.0,42.25,23.0,12.5,,,,,853981,,,,,,,,,
518385,518385,2015-01-15 13:00:00,463.0,,,,,,,,513505,,,,,,,,,
518384,518384,2015-01-15 13:00:00,452.0,22.3337001800537,14.9552698135376,4.81207990646362,,68.8516464233398,,,909361,,,,,,,,,
518383,518383,2015-01-15 13:00:00,375.0,98.0,48.0,32.75,,,,,1377464,,,,,,,,,
518377,518377,2015-01-15 14:00:00,452.0,28.1706504821777,20.1773490905762,5.21308994293213,,60.2202491760254,,,1377460,,,,,,,,,
518376,518376,2015-01-15 14:00:00,203.0,46.25,24.25,14.75,,,,,513501,,,,,,,,,
518378,518378,2015-01-15 14:00:00,375.0,96.5,50.0,30.5,,,,,1377458,,,,,,,,,
518382,518382,2015-01-15 14:00:00,206.0,393.25,107.5,186.5,,,,,1041107,,,,,,,,,
518380,518380,2015-01-15 14:00:00,463.0,,,,,,,,853979,,,,,,,,,
518381,518381,2015-01-15 14:00:00,270.0,129.25,55.5,48.0,,,,,513503,,,,,,,,,
518379,518379,2015-01-15 14:00:00,215.0,120.75,63.25,37.5,,,,,909358,,,,,,,,,
518375,518375,2015-01-15 15:00:00,452.0,31.4692306518555,22.4919605255127,5.85482978820801,,56.7277717590332,,,239501,,,,,,,,,
518374,518374,2015-01-15 15:00:00,270.0,177.5,78.5,64.5,,,,,1377456,,,,,,,,,
518373,518373,2015-01-15 15:00:00,203.0,45.75,23.75,14.25,,,,,513499,,,,,,,,,
518372,518372,2015-01-15 15:00:00,375.0,134.0,56.0,51.0,,,,,352241,,,,,,,,,
518371,518371,2015-01-15 15:00:00,215.0,114.75,60.75,35.25,,,,,151618,,,,,,,,,
518370,518370,2015-01-15 15:00:00,206.0,420.0,102.5,207.5,,,,,1041105,,,,,,,,,
518369,518369,2015-01-15 15:00:00,463.0,,,,,,,,239503,,,,,,,,,
518362,518362,2015-01-15 16:00:00,203.0,48.0,24.5,15.25,,,,,909352,,,,,,,,,
518363,518363,2015-01-15 16:00:00,215.0,116.75,59.75,37.5,,,,,909355,,,,,,,,,
518364,518364,2015-01-15 16:00:00,463.0,,,,,,,,853977,,,,,,,,,
518366,518366,2015-01-15 16:00:00,375.0,120.25,59.5,39.5,,,,,352240,,,,,,,,,
518367,518367,2015-01-15 16:00:00,270.0,176.0,71.5,68.25,,,,,352239,,,,,,,,,
518368,518368,2015-01-15 16:00:00,452.0,38.9561882019043,28.2571907043457,6.97770977020264,,48.5952987670898,,,513497,,,,,,,,,
518365,518365,2015-01-15 16:00:00,206.0,444.0,113.0,215.75,,,,,513495,,,,,,,,,
518361,518361,2015-01-15 17:00:00,206.0,552.75,134.5,272.5,,,,,909349,,,,,,,,,
518360,518360,2015-01-15 17:00:00,375.0,144.25,64.5,52.0,,,,,239499,,,,,,,,,
518359,518359,2015-01-15 17:00:00,215.0,97.0,55.5,26.75,,,,,853973,,,,,,,,,
518358,518358,2015-01-15 17:00:00,463.0,,,,,,,,853975,,,,,,,,,
518357,518357,2015-01-15 17:00:00,452.0,35.4037208557129,27.4104309082031,5.21308994293213,,56.6778793334961,,,352238,,,,,,,,,
518356,518356,2015-01-15 17:00:00,270.0,175.25,65.25,72.0,,,,,1377454,,,,,,,,,
518355,518355,2015-01-15 17:00:00,203.0,52.75,27.25,16.75,,,,,151617,,,,,,,,,
518349,518349,2015-01-15 18:00:00,452.0,34.5153694152832,27.1369400024414,4.81207990646362,,59.4718589782715,,,1377452,,,,,,,,,
518348,518348,2015-01-15 18:00:00,463.0,,,,,,,,513493,,,,,,,,,
518350,518350,2015-01-15 18:00:00,270.0,145.0,72.75,47.25,,,,,1041103,,,,,,,,,
518351,518351,2015-01-15 18:00:00,203.0,57.25,31.0,17.0,,,,,909343,,,,,,,,,
518352,518352,2015-01-15 18:00:00,375.0,135.5,62.0,48.0,,,,,909346,,,,,,,,,
518353,518353,2015-01-15 18:00:00,215.0,89.0,52.25,23.75,,,,,513491,,,,,,,,,
518354,518354,2015-01-15 18:00:00,206.0,644.25,144.5,326.25,,,,,513489,,,,,,,,,
518347,518347,2015-01-15 19:00:00,203.0,45.75,27.0,12.5,,,,,909340,,,,,,,,,
518346,518346,2015-01-15 19:00:00,375.0,122.75,63.25,39.0,,,,,1377450,,,,,,,,,
518345,518345,2015-01-15 19:00:00,206.0,434.75,117.75,206.5,,,,,513487,,,,,,,,,
518344,518344,2015-01-15 19:00:00,452.0,25.8871192932129,20.1075496673584,3.76934003829956,,65.4090728759766,,,151616,,,,,,,,,
518343,518343,2015-01-15 19:00:00,215.0,62.5,43.0,12.75,,,,,151615,,,,,,,,,
518342,518342,2015-01-15 19:00:00,270.0,127.0,54.0,47.75,,,,,352236,,,,,,,,,
518341,518341,2015-01-15 19:00:00,463.0,,,,,,,,352237,,,,,,,,,
518334,518334,2015-01-15 20:00:00,206.0,217.5,73.75,93.75,,,,,1041095,,,,,,,,,
518335,518335,2015-01-15 20:00:00,270.0,109.25,41.0,44.75,,,,,1041097,,,,,,,,,
518336,518336,2015-01-15 20:00:00,215.0,43.25,31.0,8.0,,,,,853971,,,,,,,,,
518340,518340,2015-01-15 20:00:00,463.0,,,,,,,,1041101,,,,,,,,,
518338,518338,2015-01-15 20:00:00,452.0,16.3690891265869,11.8187704086304,2.9676399230957,,66.5066986083984,,,513485,,,,,,,,,
518339,518339,2015-01-15 20:00:00,203.0,32.5,18.75,9.0,,,,,513483,,,,,,,,,
518337,518337,2015-01-15 20:00:00,375.0,99.0,55.25,28.75,,,,,1041099,,,,,,,,,
518328,518328,2015-01-15 21:00:00,452.0,25.8866405487061,20.844820022583,3.28819990158081,,60.5195999145508,,,909334,,,,,,,,,
518327,518327,2015-01-15 21:00:00,375.0,52.5,28.5,15.75,,,,,151614,,,,,,,,,
518329,518329,2015-01-15 21:00:00,206.0,177.75,64.5,73.75,,,,,1041093,,,,,,,,,
518333,518333,2015-01-15 21:00:00,215.0,45.5,35.75,6.75,,,,,239497,,,,,,,,,
518331,518331,2015-01-15 21:00:00,270.0,86.0,44.0,27.75,,,,,1377448,,,,,,,,,
518332,518332,2015-01-15 21:00:00,203.0,29.25,18.25,7.25,,,,,352235,,,,,,,,,
518330,518330,2015-01-15 21:00:00,463.0,,,,,,,,909337,,,,,,,,,
518326,518326,2015-01-15 22:00:00,375.0,78.25,43.25,23.0,,,,,239495,,,,,,,,,
518325,518325,2015-01-15 22:00:00,206.0,253.75,73.5,117.5,,,,,239493,,,,,,,,,
518324,518324,2015-01-15 22:00:00,452.0,20.0492191314697,16.6062393188477,2.24545001983643,,61.0185317993164,,,853969,,,,,,,,,
518323,518323,2015-01-15 22:00:00,203.0,44.0,31.25,8.25,,,,,151613,,,,,,,,,
518322,518322,2015-01-15 22:00:00,270.0,74.75,27.75,30.5,,,,,909331,,,,,,,,,
518321,518321,2015-01-15 22:00:00,463.0,,,,,,,,352234,,,,,,,,,
518320,518320,2015-01-15 22:00:00,215.0,42.5,32.0,6.75,,,,,1377446,,,,,,,,,
518314,518314,2015-01-15 23:00:00,203.0,30.25,21.0,6.0,,,,,853967,,,,,,,,,
518313,518313,2015-01-15 23:00:00,452.0,10.7860202789307,8.69517993927002,1.36361002922058,,67.0056304931641,,,1041091,,,,,,,,,
518315,518315,2015-01-15 23:00:00,270.0,67.0,36.75,19.75,,,,,1377444,,,,,,,,,
518319,518319,2015-01-15 23:00:00,206.0,208.25,65.0,93.75,,,,,352232,,,,,,,,,
518317,518317,2015-01-15 23:00:00,463.0,,,,,,,,513481,,,,,,,,,
518318,518318,2015-01-15 23:00:00,375.0,81.25,44.25,24.25,,,,,352233,,,,,,,,,
518316,518316,2015-01-15 23:00:00,215.0,28.25,22.5,3.5,,,,,1041089,,,,,,,,,
518312,518312,2015-01-16 00:00:00,463.0,,,,,,,,513479,,,,,,,,,
518311,518311,2015-01-16 00:00:00,375.0,59.25,36.0,15.25,,,,,151612,,,,,,,,,
518310,518310,2015-01-16 00:00:00,203.0,15.75,10.0,3.75,,,,,1377440,,,,,,,,,
518309,518309,2015-01-16 00:00:00,206.0,143.0,50.0,60.5,,,,,909325,,,,,,,,,
518308,518308,2015-01-16 00:00:00,452.0,8.29961013793945,6.49420976638794,1.17744994163513,,64.9267730712891,,,909328,,,,,,,,,
518307,518307,2015-01-16 00:00:00,270.0,40.25,25.75,9.5,,,,,352231,,,,,,,,,
518306,518306,2015-01-16 00:00:00,215.0,16.0,13.75,1.75,,,,,1377442,,,,,,,,,
518299,518299,2015-01-16 01:00:00,215.0,7.5,5.5,1.5,,,,,239491,,,,,,,,,
518300,518300,2015-01-16 01:00:00,375.0,46.0,27.25,12.0,,,,,909322,,,,,,,,,
518301,518301,2015-01-16 01:00:00,463.0,,,,,,,,352230,,,,,,,,,
518302,518302,2015-01-16 01:00:00,452.0,7.96110010147095,6.6484899520874,0.856060028076172,,71.0469207763672,,,909319,,,,,,,,,
518304,518304,2015-01-16 01:00:00,203.0,5.75,3.75,1.5,,,,,1041087,,,,,,,,,
518305,518305,2015-01-16 01:00:00,270.0,20.75,7.0,8.75,,,,,151611,,,,,,,,,
518303,518303,2015-01-16 01:00:00,206.0,76.0,24.25,33.75,,,,,352229,,,,,,,,,
518298,518298,2015-01-16 02:00:00,452.0,9.4008903503418,7.67724990844727,1.12413001060486,,67.0555191040039,,,151610,,,,,,,,,
518297,518297,2015-01-16 02:00:00,206.0,62.5,19.5,28.0,,,,,513477,,,,,,,,,
518296,518296,2015-01-16 02:00:00,375.0,19.25,14.5,3.0,,,,,151609,,,,,,,,,
518295,518295,2015-01-16 02:00:00,463.0,,,,,,,,1041085,,,,,,,,,
518294,518294,2015-01-16 02:00:00,215.0,5.75,4.25,1.0,,,,,853965,,,,,,,,,
518293,518293,2015-01-16 02:00:00,203.0,6.0,3.5,1.75,,,,,1041083,,,,,,,,,
518292,518292,2015-01-16 02:00:00,270.0,15.0,10.5,3.25,,,,,151608,,,,,,,,,
518286,518286,2015-01-16 03:00:00,375.0,42.25,23.75,12.0,,,,,151607,,,,,,,,,
518287,518287,2015-01-16 03:00:00,463.0,,,,,,,,853963,,,,,,,,,
518285,518285,2015-01-16 03:00:00,452.0,7.36790990829468,5.64474010467529,1.12381994724274,,73.2920837402344,,,909316,,,,,,,,,
518289,518289,2015-01-16 03:00:00,206.0,74.5,21.5,34.25,,,,,513475,,,,,,,,,
518290,518290,2015-01-16 03:00:00,215.0,4.75,3.75,0.75,,,,,853959,,,,,,,,,
518291,518291,2015-01-16 03:00:00,203.0,5.5,3.75,1.25,,,,,1377438,,,,,,,,,
518288,518288,2015-01-16 03:00:00,270.0,31.5,19.25,8.0,,,,,853961,,,,,,,,,
518284,518284,2015-01-16 04:00:00,463.0,,,,,,,,1041081,,,,,,,,,
518283,518283,2015-01-16 04:00:00,452.0,12.957670211792,8.89455986022949,2.64988994598389,,67.8039093017578,,,853957,,,,,,,,,
518282,518282,2015-01-16 04:00:00,215.0,13.75,10.5,2.25,,,,,151605,,,,,,,,,
518281,518281,2015-01-16 04:00:00,375.0,30.5,18.25,7.75,,,,,151606,,,,,,,,,
518280,518280,2015-01-16 04:00:00,270.0,16.75,11.0,3.75,,,,,853955,,,,,,,,,
518279,518279,2015-01-16 04:00:00,203.0,8.75,4.75,2.75,,,,,352228,,,,,,,,,
518278,518278,2015-01-16 04:00:00,206.0,65.25,18.5,30.5,,,,,513473,,,,,,,,,
518271,518271,2015-01-16 05:00:00,206.0,44.5,16.5,18.5,,,,,853949,,,,,,,,,
518272,518272,2015-01-16 05:00:00,270.0,48.25,25.5,15.0,,,,,352227,,,,,,,,,
518273,518273,2015-01-16 05:00:00,463.0,,,,,,,,853953,,,,,,,,,
518277,518277,2015-01-16 05:00:00,215.0,18.25,14.0,2.75,,,,,239489,,,,,,,,,
518275,518275,2015-01-16 05:00:00,375.0,70.25,37.75,20.75,,,,,151604,,,,,,,,,
518276,518276,2015-01-16 05:00:00,203.0,19.5,13.5,4.25,,,,,513471,,,,,,,,,
518274,518274,2015-01-16 05:00:00,452.0,20.8338203430176,15.5400199890137,3.45252990722656,,59.4219703674316,,,853951,,,,,,,,,
518265,518265,2015-01-16 06:00:00,270.0,142.25,58.25,54.5,,,,,513469,,,,,,,,,
518264,518264,2015-01-16 06:00:00,375.0,91.5,49.5,27.25,,,,,151603,,,,,,,,,
518266,518266,2015-01-16 06:00:00,452.0,47.2583503723145,38.7635116577148,5.54020023345947,,35.5733489990234,,,1377436,,,,,,,,,
518270,518270,2015-01-16 06:00:00,463.0,,,,,,,,239487,,,,,,,,,
518268,518268,2015-01-16 06:00:00,206.0,120.0,33.5,56.25,,,,,853947,,,,,,,,,
518269,518269,2015-01-16 06:00:00,215.0,72.0,41.0,20.25,,,,,1041079,,,,,,,,,
518267,518267,2015-01-16 06:00:00,203.0,49.75,25.5,16.0,,,,,513467,,,,,,,,,
518263,518263,2015-01-16 07:00:00,375.0,164.5,71.0,60.75,,,,,1377434,,,,,,,,,
518262,518262,2015-01-16 07:00:00,270.0,326.5,118.5,135.5,,,,,239485,,,,,,,,,
518261,518261,2015-01-16 07:00:00,215.0,197.25,79.75,76.5,,,,,239483,,,,,,,,,
518260,518260,2015-01-16 07:00:00,203.0,99.0,46.75,34.25,,,,,1041077,,,,,,,,,
518259,518259,2015-01-16 07:00:00,452.0,131.865432739258,80.402458190918,33.5632781982422,,7.58366012573242,,,151602,,,,,,,,,
518258,518258,2015-01-16 07:00:00,463.0,,,,,,,,352226,,,,,,,,,
518257,518257,2015-01-16 07:00:00,206.0,472.0,97.75,243.75,,,,,909313,,,,,,,,,
518251,518251,2015-01-16 08:00:00,270.0,584.75,137.5,292.0,,,,,352224,,,,,,,,,
518250,518250,2015-01-16 08:00:00,452.0,176.8369140625,86.4684295654297,58.9367980957031,,5.08903980255127,,,909310,,,,,,,,,
518252,518252,2015-01-16 08:00:00,463.0,,,,,,,,352225,,,,,,,,,
518256,518256,2015-01-16 08:00:00,206.0,825.5,157.0,436.0,,,,,909307,,,,,,,,,
518254,518254,2015-01-16 08:00:00,203.0,294.75,89.0,134.0,,,,,1377430,,,,,,,,,
518255,518255,2015-01-16 08:00:00,375.0,230.5,90.25,91.25,,,,,853945,,,,,,,,,
518253,518253,2015-01-16 08:00:00,215.0,596.25,146.5,293.25,,,,,1377432,,,,,,,,,
518249,518249,2015-01-16 09:00:00,452.0,137.454727172852,69.0015716552734,44.6439895629883,,19.1587200164795,,,853943,,,,,,,,,
518248,518248,2015-01-16 09:00:00,375.0,454.0,111.5,223.25,,,,,1041075,,,,,,,,,
518247,518247,2015-01-16 09:00:00,203.0,353.5,98.75,166.25,,,,,853941,,,,,,,,,
518246,518246,2015-01-16 09:00:00,206.0,998.25,186.0,530.0,,,,,1041073,,,,,,,,,
518245,518245,2015-01-16 09:00:00,215.0,559.25,142.25,272.0,,,,,352223,,,,,,,,,
518244,518244,2015-01-16 09:00:00,270.0,657.5,119.0,351.5,,,,,513463,,,,,,,,,
518243,518243,2015-01-16 09:00:00,463.0,,,,,,,,513465,,,,,,,,,
518236,518236,2015-01-16 10:00:00,206.0,982.0,183.75,520.25,,,,,151599,,,,,,,,,
518237,518237,2015-01-16 10:00:00,203.0,287.5,92.25,127.75,,,,,909304,,,,,,,,,
518238,518238,2015-01-16 10:00:00,375.0,182.0,79.25,67.0,,,,,151601,,,,,,,,,
518240,518240,2015-01-16 10:00:00,463.0,,,,,,,,853939,,,,,,,,,
518241,518241,2015-01-16 10:00:00,452.0,67.965950012207,43.2196311950684,16.1391296386719,,37.2696990966797,,,1041071,,,,,,,,,
518242,518242,2015-01-16 10:00:00,270.0,656.0,125.5,346.0,,,,,352222,,,,,,,,,
518239,518239,2015-01-16 10:00:00,215.0,476.0,133.0,223.5,,,,,151600,,,,,,,,,
518235,518235,2015-01-16 11:00:00,463.0,,,,,,,,239481,,,,,,,,,
518234,518234,2015-01-16 11:00:00,375.0,383.75,113.0,176.5,,,,,151598,,,,,,,,,
518233,518233,2015-01-16 11:00:00,452.0,57.5480804443359,35.7565803527832,14.2120504379272,,42.658088684082,,,853937,,,,,,,,,
518232,518232,2015-01-16 11:00:00,203.0,179.5,67.25,73.0,,,,,1377428,,,,,,,,,
518231,518231,2015-01-16 11:00:00,215.0,302.0,108.75,126.25,,,,,909301,,,,,,,,,
518230,518230,2015-01-16 11:00:00,270.0,418.75,122.0,194.0,,,,,513461,,,,,,,,,
518229,518229,2015-01-16 11:00:00,206.0,759.0,151.5,395.5,,,,,1041069,,,,,,,,,
518223,518223,2015-01-16 12:00:00,206.0,705.25,144.75,365.5,,,,,1041061,,,,,,,,,
518222,518222,2015-01-16 12:00:00,452.0,38.2385292053223,24.4498805999756,8.99271965026855,,49.8426094055176,,,1041067,,,,,,,,,
518224,518224,2015-01-16 12:00:00,215.0,242.25,100.5,92.5,,,,,1041063,,,,,,,,,
518225,518225,2015-01-16 12:00:00,375.0,242.75,85.5,102.75,,,,,1041065,,,,,,,,,
518226,518226,2015-01-16 12:00:00,203.0,104.5,47.5,37.25,,,,,513459,,,,,,,,,
518227,518227,2015-01-16 12:00:00,463.0,,,,,,,,909298,,,,,,,,,
518228,518228,2015-01-16 12:00:00,270.0,223.75,63.75,104.25,,,,,352221,,,,,,,,,
518221,518221,2015-01-16 13:00:00,452.0,39.8904495239258,26.3470802307129,8.83275985717773,,50.3415298461914,,,513457,,,,,,,,,
518220,518220,2015-01-16 13:00:00,375.0,107.0,52.25,35.75,,,,,909295,,,,,,,,,
518219,518219,2015-01-16 13:00:00,206.0,627.5,134.0,321.75,,,,,1041059,,,,,,,,,
518218,518218,2015-01-16 13:00:00,463.0,,,,,,,,853935,,,,,,,,,
518217,518217,2015-01-16 13:00:00,270.0,174.75,59.75,75.25,,,,,151597,,,,,,,,,
518216,518216,2015-01-16 13:00:00,203.0,102.75,45.25,37.75,,,,,151596,,,,,,,,,
518215,518215,2015-01-16 13:00:00,215.0,166.25,83.75,53.5,,,,,909292,,,,,,,,,
518208,518208,2015-01-16 14:00:00,215.0,139.5,75.75,41.25,,,,,513453,,,,,,,,,
518209,518209,2015-01-16 14:00:00,375.0,94.0,46.25,31.25,,,,,1041057,,,,,,,,,
518210,518210,2015-01-16 14:00:00,206.0,639.75,140.0,325.75,,,,,1041055,,,,,,,,,
518214,518214,2015-01-16 14:00:00,270.0,195.75,68.5,83.25,,,,,151595,,,,,,,,,
518212,518212,2015-01-16 14:00:00,463.0,,,,,,,,853933,,,,,,,,,
518213,518213,2015-01-16 14:00:00,452.0,24.7299003601074,17.8353404998779,4.49652004241943,,57.6092109680176,,,513455,,,,,,,,,
518211,518211,2015-01-16 14:00:00,203.0,106.0,48.75,36.75,,,,,909289,,,,,,,,,
518202,518202,2015-01-16 15:00:00,270.0,165.5,66.25,64.5,,,,,513451,,,,,,,,,
518201,518201,2015-01-16 15:00:00,203.0,149.5,65.75,54.75,,,,,853929,,,,,,,,,
518203,518203,2015-01-16 15:00:00,452.0,,,,,,,,151593,,,,,,,,,
518207,518207,2015-01-16 15:00:00,215.0,105.0,61.0,28.75,,,,,239479,,,,,,,,,
518205,518205,2015-01-16 15:00:00,206.0,579.75,138.25,287.75,,,,,513449,,,,,,,,,
518206,518206,2015-01-16 15:00:00,375.0,53.0,30.75,14.5,,,,,853931,,,,,,,,,
518204,518204,2015-01-16 15:00:00,463.0,,,,,,,,151594,,,,,,,,,
518200,518200,2015-01-16 16:00:00,206.0,429.0,110.0,207.75,,,,,239473,,,,,,,,,
518199,518199,2015-01-16 16:00:00,215.0,66.5,42.5,15.75,,,,,239475,,,,,,,,,
518198,518198,2015-01-16 16:00:00,270.0,124.75,56.5,44.5,,,,,151592,,,,,,,,,
518197,518197,2015-01-16 16:00:00,375.0,75.5,40.25,23.0,,,,,239477,,,,,,,,,
518196,518196,2015-01-16 16:00:00,203.0,108.5,56.5,34.25,,,,,909283,,,,,,,,,
518195,518195,2015-01-16 16:00:00,463.0,,,,,,,,909286,,,,,,,,,
518194,518194,2015-01-16 16:00:00,452.0,57.5485610961914,39.6972808837891,11.6422996520996,,35.4236793518066,,,513447,,,,,,,,,
